$DVPDL,34793000,100000,-0.000252,-0.004116,0.005832,0.002,-0.003,0.001,100*4A
$DVPDL,34893000,100000,0.001409,-0.006783,-0.000331,0.002,-0.001,0.002,100*48
$DVPDL,34993000,100000,0.005735,-0.006684,-0.003239,0.003,-0.001,0.000,100*4E
$DVPDL,35093000,100000,0.007143,-0.001278,0.001245,0.002,-0.001,-0.001,100*4A
$DVPDL,35193000,100000,0.002884,0.003873,-0.000961,0.003,-0.001,-0.002,100*41
$DVPDL,35293000,100000,0.001257,0.007620,-0.000998,0.003,-0.000,-0.001,100*4D
$DVPDL,35393000,100000,-0.000674,0.004046,0.006145,0.001,0.001,-0.000,100*6C
$DVPDL,35493000,100000,-0.000820,-0.001426,0.005490,0.000,-0.002,-0.001,100*6E
$DVPDL,35593000,100000,0.005560,-0.003256,0.003063,-0.000,0.000,0.000,100*6D
$DVPDL,35693000,100000,0.002661,-0.004319,0.000376,-0.000,-0.003,-0.001,100*60
$DVPDL,35793000,100000,-0.000988,0.000161,-0.000021,0.001,-0.003,-0.001,100*62
$DVPDL,35893000,100000,0.000074,0.001523,0.000821,0.001,-0.002,0.000,100*41
$DVPDL,35993000,100000,-0.002403,0.001080,0.001568,0.003,-0.001,0.000,100*67
$DVPDL,36093000,100000,-0.001300,0.003163,0.002940,0.003,0.000,0.000,100*4D
$DVPDL,36193000,100000,-0.000681,0.002367,-0.000650,-0.000,0.001,0.002,100*4A
$DVPDL,36293000,100000,-0.002011,0.000315,-0.000175,0.000,0.001,0.002,100*6E
$DVPDL,36393000,100000,0.002367,-0.005744,-0.003906,0.001,0.001,0.002,100*66
$DVPDL,36493000,100000,0.000555,-0.002157,-0.006471,0.001,0.000,0.002,100*6E
$DVPDL,36593000,100000,-0.002577,0.003747,-0.008580,0.000,-0.001,0.001,100*44
$DVPDL,36693000,100000,-0.001947,0.005885,-0.009374,-0.001,-0.002,-0.000,100*43
$DVPDL,36793000,100000,0.002472,0.004918,-0.008438,-0.003,-0.002,0.000,100*42
$DVPDL,36893000,100000,-0.001527,0.005418,0.001189,-0.002,-0.004,-0.002,100*6D
$DVPDL,36993000,100000,0.005353,0.003376,0.009483,-0.004,-0.003,-0.000,100*4D
$DVPDL,37093000,100000,0.006941,0.000237,-0.001576,-0.004,-0.004,-0.000,100*61
$DVPDL,37193000,100000,0.002876,0.003008,-0.011256,-0.003,-0.005,0.000,100*43
$DVPDL,37293000,100000,-0.002125,0.005081,-0.007468,-0.001,-0.004,0.001,100*6B
$DVPDL,37393000,100000,-0.002332,-0.001322,-0.007291,-0.004,-0.001,0.002,100*4E
$DVPDL,37493000,100000,0.008733,-0.010380,-0.007250,-0.004,-0.000,0.001,100*6C
$DVPDL,37593000,100000,0.009265,-0.009344,-0.014306,-0.002,-0.001,0.000,100*6C
$DVPDL,37693000,100000,0.018187,0.003656,-0.030579,-0.001,-0.001,-0.001,100*66
$DVPDL,37793000,100000,-0.004929,0.011474,-0.020989,-0.001,-0.000,-0.000,100*48
$DVPDL,37893000,100000,-0.006257,0.008470,0.002163,-0.000,0.001,-0.000,100*47
$DVPDL,37993000,100000,0.004390,-0.012897,0.018148,-0.001,0.003,-0.002,100*43
$DVPDL,38093000,100000,0.014228,-0.015135,0.011910,-0.001,0.002,-0.001,100*4E
$DVPDL,38193000,100000,0.014075,-0.003351,-0.011484,0.000,0.005,-0.002,100*47
$DVPDL,38293000,100000,0.004210,0.008958,-0.012464,0.001,0.005,-0.001,100*6E
$DVPDL,38393000,100000,0.001717,0.002054,0.004393,0.005,0.003,0.001,100*6D
$DVPDL,38493000,100000,0.006371,-0.011489,0.010724,0.006,0.002,0.003,100*4F
$DVPDL,38593000,100000,0.008918,-0.014050,0.012083,0.006,0.003,0.001,100*4B
$DVPDL,38693000,100000,0.016692,-0.014527,0.008678,0.004,0.003,0.003,100*46
$DVPDL,38793000,100000,0.016021,-0.015939,-0.004707,0.005,0.002,0.003,100*63
$DVPDL,38893000,100000,0.016801,-0.013773,-0.009087,0.005,-0.001,0.003,100*4C
$DVPDL,38993000,100000,0.014216,0.000191,-0.008112,0.007,-0.001,0.001,100*6A
$DVPDL,39093000,100000,0.015115,0.006467,-0.001687,0.008,-0.000,0.000,100*64
$DVPDL,39193000,100000,0.006076,0.004073,0.004750,0.009,0.000,-0.000,100*42
$DVPDL,39293000,100000,0.000377,0.002418,0.005155,0.010,-0.002,-0.001,100*6E
$DVPDL,39393000,100000,0.001694,-0.000787,-0.001215,0.012,-0.002,0.000,100*4C
$DVPDL,39493000,100000,0.006320,-0.005990,-0.007967,0.013,-0.002,0.001,100*43
$DVPDL,39593000,100000,0.015243,0.003146,-0.010613,0.013,-0.002,0.002,100*65
$DVPDL,39693000,100000,0.015479,0.013068,-0.010328,0.013,-0.001,0.002,100*6B
$DVPDL,39793000,100000,0.006072,0.012246,-0.012601,0.013,0.000,-0.001,100*66
$DVPDL,39893000,100000,0.000531,0.004508,-0.019154,0.014,-0.001,0.002,100*6E
$DVPDL,39993000,100000,0.004157,-0.006048,-0.004781,0.015,-0.001,0.002,100*42
$DVPDL,40093000,100000,0.012105,-0.010210,0.002328,0.014,-0.001,0.001,100*63
$DVPDL,40193000,100000,0.003817,-0.005820,0.000046,0.013,0.002,-0.001,100*68
$DVPDL,40293000,100000,0.011657,0.007072,-0.010889,0.012,0.003,-0.001,100*65
$DVPDL,40393000,100000,0.020872,0.009673,-0.029052,0.015,0.003,-0.001,100*65
$DVPDL,40493000,100000,0.020564,0.003450,-0.030531,0.015,0.002,-0.000,100*69
$DVPDL,40593000,100000,0.008336,-0.008272,-0.005771,0.015,0.001,0.001,100*6C
$DVPDL,40693000,100000,-0.002657,-0.013402,0.009587,0.016,0.000,0.001,100*69
$DVPDL,40793000,100000,0.004059,-0.011395,0.014561,0.017,0.002,0.001,100*47
$DVPDL,40893000,100000,0.004859,-0.010095,0.004734,0.016,0.002,0.001,100*40
$DVPDL,40993000,100000,-0.005566,0.014181,0.002834,0.018,0.002,-0.000,100*6A
$DVPDL,41093000,100000,-0.006692,0.009159,-0.005654,0.019,0.001,-0.001,100*41
$DVPDL,41193000,100000,0.014669,-0.004103,0.015182,0.018,0.002,-0.001,100*67
$DVPDL,41293000,100000,-0.000561,-0.010609,-0.002322,0.017,-0.001,0.001,100*60
$DVPDL,41393000,100000,-0.006986,-0.003376,-0.010833,0.017,0.002,0.000,100*4A
$DVPDL,41493000,100000,0.009485,-0.001415,0.006260,0.015,0.001,-0.001,100*6A
$DVPDL,41593000,100000,0.005187,0.003558,0.005334,0.016,-0.001,0.001,100*47
$DVPDL,41693000,100000,-0.024078,0.021378,-0.003685,0.013,0.001,0.000,100*62
$DVPDL,41793000,100000,-0.032585,0.033851,0.007547,0.011,-0.003,0.004,100*6D
$DVPDL,41893000,100000,-0.029838,0.027235,0.018921,0.020,-0.001,0.007,100*6F
$DVPDL,41993000,100000,-0.009665,0.010501,0.009531,0.021,-0.002,0.004,100*62
$DVPDL,42093000,100000,0.000792,0.000533,0.004150,0.014,-0.001,-0.001,100*66
$DVPDL,42193000,100000,0.002541,0.006356,-0.000622,0.014,0.000,-0.001,100*6D
$DVPDL,42293000,100000,-0.014185,0.006995,-0.011291,0.010,0.000,0.003,100*6A
$DVPDL,42393000,100000,-0.020740,0.014930,0.009054,0.009,-0.000,0.003,100*65
$DVPDL,42493000,100000,-0.004782,0.004370,0.017562,0.007,-0.001,0.004,100*62
$DVPDL,42593000,100000,-0.000025,-0.003367,-0.008792,0.005,-0.003,0.003,100*68
$DVPDL,42693000,100000,0.020180,-0.009135,-0.019230,0.004,-0.004,0.002,100*4F
$DVPDL,42793000,100000,0.000749,-0.002177,-0.006835,0.007,-0.004,-0.001,100*6E
$DVPDL,42893000,100000,0.015600,0.002889,0.018802,0.007,-0.003,-0.002,100*6E
$DVPDL,42993000,100000,0.010269,0.001424,0.002975,0.004,-0.003,-0.001,100*63
$DVPDL,43093000,100000,0.004529,-0.004540,-0.007029,0.004,-0.003,0.002,100*40
$DVPDL,43193000,100000,0.006316,-0.008341,0.007907,0.002,-0.003,0.002,100*6C
$DVPDL,43293000,100000,0.015021,-0.009630,0.008767,0.001,-0.003,0.003,100*6D
$DVPDL,43393000,100000,0.001133,-0.009295,-0.011586,-0.000,-0.002,0.002,100*64
$DVPDL,43493000,100000,-0.018995,-0.005604,-0.009817,0.000,-0.001,0.002,100*60
$DVPDL,43593000,100000,-0.001683,-0.000220,0.003602,0.002,0.002,0.001,100*64
$DVPDL,43693000,100000,0.003513,0.002284,0.001776,0.001,0.001,-0.000,100*4F
$DVPDL,43793000,100000,0.002685,0.004894,-0.000245,0.001,0.002,-0.001,100*65
$DVPDL,43893000,100000,-0.001830,0.004737,0.001833,0.001,0.002,-0.003,100*67
$DVPDL,43993000,100000,0.000942,0.010762,0.003968,0.000,-0.001,0.004,100*43
$DVPDL,44093000,100000,-0.003626,0.003692,-0.003651,0.002,0.002,0.003,100*61
$DVPDL,44193000,100000,0.001618,-0.002734,-0.005274,0.001,-0.003,0.005,100*4F
$DVPDL,44293000,100000,0.014435,-0.008868,0.001117,0.001,-0.002,0.004,100*66
$DVPDL,44393000,100000,0.009500,-0.002048,0.000360,-0.003,-0.000,0.000,100*46
$DVPDL,44493000,100000,0.001681,0.001876,0.000505,-0.006,0.002,-0.002,100*68
$DVPDL,44593000,100000,-0.006767,0.002103,0.004216,-0.004,-0.006,0.004,100*43
$DVPDL,44693000,100000,-0.005165,0.001988,0.003004,-0.006,0.002,-0.002,100*49
$DVPDL,44793000,100000,0.001546,0.003199,0.001951,-0.005,0.000,-0.001,100*67
$DVPDL,44893000,100000,-0.003990,0.002021,-0.001114,-0.005,0.002,-0.001,100*65
$DVPDL,44993000,100000,-0.005454,0.001871,-0.000894,-0.004,0.002,-0.001,100*68
$DVPDL,45093000,100000,0.006301,-0.001396,0.002084,-0.003,0.002,0.000,100*6B
$DVPDL,45193000,100000,-0.002867,0.002512,0.004248,-0.003,0.003,-0.000,100*44
$DVPDL,45293000,100000,-0.007045,0.002162,0.006505,0.001,0.008,-0.001,100*60
$DVPDL,45393000,100000,-0.006306,-0.004394,0.000508,-0.000,0.007,0.000,100*40
$DVPDL,45493000,100000,0.000549,-0.007693,-0.004650,-0.002,0.008,-0.001,100*66
$DVPDL,45593000,100000,0.011967,0.001165,-0.002365,-0.003,0.005,-0.003,100*49
$DVPDL,45693000,100000,-0.003583,0.009646,-0.002199,-0.002,0.006,-0.003,100*6F
$DVPDL,45793000,100000,-0.008601,0.007609,0.000358,-0.002,0.005,-0.003,100*4A
$DVPDL,45893000,100000,0.005720,0.004759,0.011834,0.001,0.010,-0.004,100*4C
$DVPDL,45993000,100000,0.010622,0.001936,0.008638,0.001,0.007,-0.003,100*43
$DVPDL,46093000,100000,0.001455,-0.001695,0.002768,0.001,0.007,-0.002,100*6F
$DVPDL,46193000,100000,-0.013741,0.006193,-0.003163,0.002,0.004,-0.002,100*4C
$DVPDL,46293000,100000,-0.011256,0.010060,-0.004121,0.002,-0.001,-0.000,100*6F
$DVPDL,46393000,100000,0.006193,0.002476,0.000058,0.001,-0.001,-0.002,100*68
$DVPDL,46493000,100000,0.003625,0.001725,0.003352,0.000,-0.001,-0.001,100*6E
