$DVPDL,83093000,100000,0.000178,0.001423,-0.002622,0.003,-0.003,0.001,100*68
$DVPDL,83193000,100000,-0.000413,0.002150,-0.002281,0.001,-0.003,0.002,100*42
$DVPDL,83293000,100000,0.000010,0.000564,0.000415,0.001,-0.003,0.002,100*4E
$DVPDL,83393000,100000,0.000817,-0.000277,0.000028,0.002,-0.003,0.001,100*62
$DVPDL,83493000,100000,0.000437,0.002212,-0.000626,-0.002,-0.001,0.001,100*4D
$DVPDL,83593000,100000,0.000300,0.000326,-0.001373,-0.001,-0.001,0.001,100*4C
$DVPDL,83693000,100000,0.000189,-0.001798,0.001550,-0.002,0.000,0.002,100*67
$DVPDL,83793000,100000,-0.002727,-0.001050,0.000588,-0.002,-0.001,0.001,100*63
$DVPDL,83893000,100000,-0.003219,-0.000394,0.000444,-0.003,-0.001,0.003,100*6D
$DVPDL,83993000,100000,-0.001858,-0.000426,-0.000019,-0.001,0.000,0.003,100*60
$DVPDL,84093000,100000,-0.001629,-0.002929,0.001464,-0.001,-0.000,0.002,100*68
$DVPDL,84193000,100000,-0.000747,-0.001680,0.005036,-0.002,0.001,0.003,100*47
$DVPDL,84293000,100000,0.001231,0.000271,0.001485,-0.001,0.002,0.002,100*43
$DVPDL,84393000,100000,0.000553,0.002946,-0.001212,0.001,-0.001,-0.000,100*44
$DVPDL,84493000,100000,0.003132,0.000220,0.000815,0.001,-0.002,-0.001,100*69
$DVPDL,84593000,100000,0.002782,0.000601,-0.000574,-0.001,-0.000,-0.002,100*68
$DVPDL,84693000,100000,0.001952,0.000589,-0.003866,-0.003,-0.000,0.000,100*48
$DVPDL,84793000,100000,0.001469,0.000189,-0.000416,-0.003,-0.000,0.002,100*42
$DVPDL,84893000,100000,0.001827,0.000079,0.001071,-0.002,-0.000,0.002,100*6D
$DVPDL,84993000,100000,-0.000672,-0.000233,-0.003392,-0.002,-0.001,0.001,100*4C
$DVPDL,85093000,100000,-0.002447,0.000314,-0.002191,-0.001,-0.001,0.001,100*68
$DVPDL,85193000,100000,0.000331,-0.001777,0.003464,-0.001,-0.001,0.001,100*4E
$DVPDL,85293000,100000,-0.000429,-0.001110,0.000856,-0.003,-0.001,0.002,100*66
$DVPDL,85393000,100000,-0.001888,0.000325,-0.001797,-0.005,0.000,0.002,100*4D
$DVPDL,85493000,100000,0.000453,-0.001264,0.001261,-0.004,0.001,0.002,100*65
